City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
274,nishinoomote,30.7333,131.0,12.31,66,75,5.14,JP,1709005860
275,newport,51.5877,-2.9984,3.06,90,73,1.0,GB,1709005538
276,karratha,-20.7377,116.8463,39.25,31,37,5.63,AU,1709005860
277,sanctuary point,-35.1114,150.629,23.32,69,100,3.23,AU,1709005861
278,sault ste. marie,46.5168,-84.3333,2.31,78,20,4.63,CA,1709005861
279,ibshaway,29.358,30.6814,12.8,73,0,1.6,EG,1709005861
280,buka,40.8108,69.1986,2.27,89,100,1.01,UZ,1709005861
281,monett,36.929,-93.9277,20.9,58,0,6.69,US,1709005861
282,kailua-kona,19.6406,-155.9956,24.98,87,100,4.12,US,1709005861
283,san kamphaeng,18.7449,99.1195,33.71,42,20,2.06,TH,1709005861
284,northam,51.0333,-4.2167,0.7,78,86,1.13,GB,1709005862
285,mossendjo,-2.9506,12.7261,21.41,99,87,0.32,CG,1709005862
286,udachny,66.4167,112.4,-15.86,49,51,3.94,RU,1709005862
287,papao,-17.75,-149.55,28.82,76,41,4.05,PF,1709005862
288,al kharijah,25.4514,30.5464,12.88,34,0,2.97,EG,1709005862
289,erdenet,49.0333,104.0833,-15.88,86,99,2.42,MN,1709005862
290,mossel bay,-34.1831,22.146,12.96,71,3,6.66,ZA,1709005826
291,dryden,49.7833,-92.7503,-4.84,86,100,4.63,CA,1709005863
292,san andres,12.5847,-81.7006,27.01,78,20,5.66,CO,1709005863
293,baoding,38.8511,115.4903,5.24,46,12,3.45,CN,1709005863
294,sarila,25.7667,79.6833,24.02,19,46,3.07,IN,1709005863
295,road town,18.4167,-64.6167,24.05,75,7,7.11,VG,1709005863
296,kerikeri,-35.2268,173.9474,22.73,81,94,2.7,NZ,1709005863
297,cuenca,-2.8833,-78.9833,15.07,88,75,3.09,EC,1709005203
298,sunrise manor,36.2111,-115.0731,19.73,31,0,12.07,US,1709005736
299,barcelona,41.3888,2.159,10.3,73,20,4.12,ES,1709005820
300,kayyerkan,69.3786,87.7439,-10.39,92,100,6.74,RU,1709005864
301,maloye ganyushkino,46.6,49.2667,-5.62,55,0,4.16,KZ,1709005864
302,ajaccio,42.0,8.9167,10.03,93,100,2.57,FR,1709005590
303,vic-en-bigorre,43.3833,0.05,5.1,97,100,4.0,FR,1709005865
304,nemuro,43.3236,145.575,-1.72,77,100,11.74,JP,1709005865
305,shahrak,34.1074,64.3052,-2.51,93,78,2.17,AF,1709005865
306,east london,-33.0153,27.9116,16.52,72,100,2.57,ZA,1709005865
307,puerto colombia,10.9878,-74.9547,27.05,83,100,12.31,CO,1709005865
308,tazovsky,67.4667,78.7,-7.51,95,100,4.03,RU,1709005866
309,pierre,44.3683,-100.351,11.51,43,0,5.14,US,1709005844
310,constitucion,-35.3333,-72.4167,14.45,80,0,5.56,CL,1709005866
311,hadibu,12.65,54.0333,24.94,71,99,2.39,YE,1709005866
312,ishqoshim,36.7248,71.6133,-7.41,68,73,1.25,TJ,1709005866
313,terbanggi besar,-4.8667,105.2333,30.68,67,79,5.29,ID,1709005866
314,waingapu,-9.6567,120.2641,30.84,68,19,2.67,ID,1709005866
315,tarawa,1.419,172.984,32.05,74,40,4.12,KI,1709005867
316,la sarre,48.8002,-79.1996,-6.13,94,100,4.14,CA,1709005867
317,sao joao da barra,-21.6403,-41.0511,22.61,86,60,1.83,BR,1709005867
318,kone,-21.0595,164.8658,30.1,61,75,4.5,NC,1709005867
319,vila velha,-20.3297,-40.2925,23.86,96,40,1.03,BR,1709005868
320,an nabk,34.0255,36.7284,3.65,61,56,1.64,SY,1709005868
321,sena madureira,-9.0656,-68.6569,22.27,99,100,0.31,BR,1709005868
322,rouissat,31.9243,5.3502,15.04,25,100,6.17,DZ,1709005868
323,hancheng,32.5186,112.3522,6.99,52,36,2.29,CN,1709005868
324,tippi,7.2,35.45,22.44,51,90,1.33,ET,1709005868
325,nuuk,64.1835,-51.7216,-5.66,79,100,10.8,GL,1709005868
326,alesund,62.4723,6.1549,4.51,60,100,6.17,NO,1709005869
327,bodaybo,57.8506,114.1933,-23.31,93,97,0.26,RU,1709005869
328,ephraim,39.3597,-111.5863,6.39,63,97,8.9,US,1709005752
329,theunissen,-28.411,26.7011,12.32,91,0,4.09,ZA,1709005869
330,macusani,-14.0833,-70.4333,2.99,98,99,1.95,PE,1709005869
331,maridi,4.9158,29.4742,22.83,76,97,2.74,SS,1709005869
332,koryazhma,61.3143,47.1691,-0.05,96,100,4.35,RU,1709005869
333,el calafate,-50.3408,-72.2768,13.24,72,100,1.47,AR,1709005614
334,hastings,50.8552,0.5729,5.07,91,63,7.33,GB,1709005870
335,thinadhoo,0.5333,72.9333,28.17,78,100,5.58,MV,1709005870
336,sur,22.5667,59.5289,23.5,73,47,4.09,OM,1709005870
337,dalandzadgad,43.5708,104.425,-9.99,60,12,3.31,MN,1709005870
338,inari,68.906,27.0288,-5.89,94,92,2.32,FI,1709005870
339,kuching,1.55,110.3333,30.61,72,40,3.09,MY,1709005871
340,lexington,37.9887,-84.4777,18.0,53,0,6.69,US,1709005411
341,greymouth,-42.4667,171.2,17.79,61,62,3.1,NZ,1709005661
342,kirovsk,48.6375,38.6428,-3.47,67,68,6.26,UA,1709005871
343,ranchettes,41.2186,-104.7903,6.91,41,0,7.72,US,1709005871
344,arteche,12.2645,125.4048,27.87,62,60,6.0,PH,1709005871
345,radashkovichy,54.1551,27.2424,3.69,89,100,5.18,BY,1709005872
346,uturoa,-16.7333,-151.4333,28.99,75,14,4.49,PF,1709005872
347,narra,9.3167,118.4,29.03,61,56,7.47,PH,1709005872
348,cajazeiras,-6.8903,-38.5553,24.98,74,100,0.74,BR,1709005872
349,inyati,-19.6756,28.8469,18.27,84,86,5.67,ZW,1709005872
350,akjoujt,19.6969,-14.4164,22.21,19,0,4.03,MR,1709005872
351,ocean city,39.2776,-74.5746,5.56,90,89,1.34,US,1709005873
352,pisco,-13.7,-76.2167,24.45,83,100,5.14,PE,1709005873
353,severo-yeniseyskiy,60.3725,93.0408,-19.12,95,97,0.89,RU,1709005873
354,pombas,17.1503,-25.0201,20.88,70,56,5.07,CV,1709005873
355,laguna,38.421,-121.4238,14.19,76,0,6.17,US,1709005672
356,rostovka,55.3842,71.8891,-5.46,96,90,2.14,RU,1709005874
357,cotonou,6.3654,2.4183,28.99,84,40,5.14,BJ,1709005874
358,noosa heads,-26.3833,153.15,30.06,73,37,5.02,AU,1709005874
359,mandalgovi,45.7625,106.2708,-16.04,80,29,1.49,MN,1709005874
360,san julian,21.0167,-102.1667,19.34,20,33,2.99,MX,1709005874
361,beau vallon,-20.4189,57.6953,27.9,78,40,4.63,MU,1709005875
362,santa terezinha,-29.9002,-50.0904,23.07,96,100,5.29,BR,1709005875
363,haapavesi,64.1333,25.3667,-0.82,91,100,1.34,FI,1709005875
364,ad dilam,23.9915,47.1627,12.23,43,0,2.52,SA,1709005875
365,tazacorte,28.629,-17.9293,19.53,78,75,7.6,ES,1709005875
366,olinda,-8.0089,-34.8553,26.85,83,75,3.6,BR,1709005876
367,camocim,-2.9022,-40.8411,24.41,93,100,2.08,BR,1709005877
368,san miniato,43.6899,10.8174,13.25,89,100,2.24,IT,1709005877
369,kongolo,-5.3833,27.0,18.99,98,98,0.35,CD,1709005878
370,machico,32.7,-16.7667,17.62,76,75,8.75,PT,1709005878
371,kulhudhuffushi,6.6221,73.07,28.44,77,86,4.77,MV,1709005878
372,harstad,68.799,16.5293,1.66,96,100,6.26,NO,1709005878
373,cockburn town,21.4612,-71.1419,23.77,74,100,9.25,TC,1709005879
374,new port richey,28.2442,-82.7193,17.29,89,0,0.59,US,1709005859
375,toamasina,-18.1667,49.3833,26.0,94,75,0.51,MG,1709005880
376,lorengau,-2.0226,147.2712,28.78,75,87,0.44,PG,1709005880
377,puerto aysen,-45.4,-72.7,12.75,98,100,1.18,CL,1709005655
378,tura,25.5198,90.2201,24.69,25,80,0.88,IN,1709005880
379,nago,26.5881,127.9761,20.47,70,100,4.07,JP,1709005880
380,coquimbo,-29.9533,-71.3436,18.85,82,100,2.06,CL,1709005883
381,hami,42.8,93.45,-1.56,34,5,3.79,CN,1709005883
382,pemba,-12.974,40.5178,26.39,100,75,2.24,MZ,1709005884
383,minas de marcona,-15.2119,-75.1103,19.22,88,96,5.38,PE,1709005884
384,yeraliyev,43.2,51.65,-0.88,58,7,4.91,KZ,1709005884
385,camarinas,43.1311,-9.1817,10.52,63,52,10.52,ES,1709005885
386,zhelezinka,53.54,75.3072,-7.95,96,98,2.28,KZ,1709005885
387,caiaponia,-16.9567,-51.8103,21.13,88,26,1.4,BR,1709005886
388,lazaro cardenas,17.9583,-102.2,23.47,86,7,1.76,MX,1709005886
389,smara,26.7384,-11.6719,14.62,90,26,6.11,EH,1709005886
390,corn island,12.1694,-83.0418,26.49,79,19,7.33,NI,1709005886
391,bengkulu,-3.8004,102.2655,30.07,65,23,2.91,ID,1709005887
392,miquelon,47.0975,-56.3814,-2.0,73,80,8.34,PM,1709005887
393,kharan,28.5833,65.4167,13.24,60,92,0.56,PK,1709005888
394,sioux center,43.0797,-96.1756,2.44,42,1,1.99,US,1709005888
395,timbiqui,2.7717,-77.6654,24.01,94,36,1.45,CO,1709005888
396,auki,-8.7676,160.7034,29.12,74,99,2.01,SB,1709005888
397,cristalina,-16.7686,-47.6136,16.43,82,19,0.72,BR,1709005889
398,laojunmiao,39.8333,97.7333,-6.37,73,87,1.91,CN,1709005889
399,manta,-0.95,-80.7333,26.88,89,75,4.47,EC,1709005806
400,bela vista de goias,-16.9728,-48.9533,21.64,83,2,1.89,BR,1709005889
401,vernon,50.2581,-119.2691,0.42,77,100,5.81,CA,1709005671
402,peniche,39.3558,-9.3811,11.73,73,6,14.14,PT,1709005890
403,wankyi,7.7392,-2.1046,24.3,80,19,1.53,GH,1709005890
404,matoury,4.8483,-52.3317,22.98,94,0,0.51,GF,1709005890
405,puerto maldonado,-12.6,-69.1833,22.95,99,100,0.77,PE,1709005890
406,taltal,-25.4,-70.4833,20.2,78,51,1.44,CL,1709005890
407,latacunga,-0.9333,-78.6167,11.74,93,75,1.03,EC,1709005891
408,nizhneangarsk,55.7833,109.55,-22.22,91,94,2.24,RU,1709005891
409,luang namtha,20.9497,101.4011,18.01,82,40,1.03,LA,1709005891
410,alice springs,-23.7,133.8833,39.56,19,90,4.63,AU,1709005653
411,larbaa,36.5647,3.1543,10.47,71,40,8.75,DZ,1709005891
412,kota kinabalu,5.9749,116.0724,30.99,66,20,2.57,MY,1709005891
413,greenock,55.9484,-4.7612,6.94,83,100,6.26,GB,1709005891
414,maragogi,-9.0122,-35.2225,26.68,76,100,2.72,BR,1709005892
415,ankazoabo,-22.2833,44.5167,24.61,77,11,0.97,MG,1709005820
416,lata,40.1629,-8.3327,5.04,90,2,1.93,PT,1709005892
417,san clemente del tuyu,-36.3569,-56.7235,21.66,85,34,3.99,AR,1709005892
418,prince albert,53.2001,-105.7677,-20.03,59,100,2.57,CA,1709005892
419,bamboo flat,11.7,92.7167,31.05,66,6,4.12,IN,1709005892
420,namdrik,5.5994,168.1028,27.95,80,86,5.42,MH,1709005892
421,callao,-12.0667,-77.15,26.51,78,75,8.23,PE,1709005893
422,narsingi,18.0333,78.4333,26.11,43,5,5.76,IN,1709005893
423,rudnichnyy,59.617,52.4703,-6.58,84,99,4.92,RU,1709005893
424,mugia,43.1041,-9.2179,10.51,62,47,11.06,ES,1709005893
425,priargunsk,50.3691,119.1012,-14.09,86,88,3.37,RU,1709005893
426,lerwick,60.1545,-1.1494,6.0,80,100,15.45,GB,1709005893
427,olyokminsk,60.3736,120.4264,-17.05,89,98,1.51,RU,1709005893
428,lamu,-2.2717,40.902,26.47,83,86,0.39,KE,1709005894
429,okoneshnikovo,54.8377,75.0834,-8.44,96,92,3.21,RU,1709005894
430,kolonia,50.9333,6.95,6.44,90,100,2.06,DE,1709005864
431,abbeville,50.1,1.8333,5.7,89,58,5.82,FR,1709005652
432,umm kaddadah,13.6017,26.6876,20.91,14,74,6.72,SD,1709005894
433,salinas,36.6777,-121.6555,15.06,90,100,3.6,US,1709005894
434,santana,-0.0583,-51.1817,27.1,89,75,2.57,BR,1709005894
435,malvan,16.0667,73.4667,28.72,41,87,1.15,IN,1709005895
436,puerto baquerizo moreno,-0.9,-89.6,26.27,77,23,5.41,EC,1709005808
437,aur,8.1499,171.1687,27.58,82,56,8.69,MH,1709005895
438,kutina,45.475,16.7819,8.87,91,100,0.49,HR,1709005895
439,moramanga,-18.9333,48.2,21.07,96,93,0.35,MG,1709005895
440,new plymouth,-39.0667,174.0833,21.0,68,62,4.58,NZ,1709005895
441,katabu,-4.9333,122.5167,30.56,63,77,3.39,ID,1709005896
442,polyarnyy,69.1989,33.4478,-3.8,84,100,4.69,RU,1709005896
443,kenora,49.8167,-94.4337,-5.46,93,100,3.6,CA,1709005896
444,mudgee,-32.5943,149.5871,29.62,42,33,2.72,AU,1709005883
445,vammala,61.3333,22.9,0.39,90,100,2.12,FI,1709005896
446,bryan,30.6744,-96.37,21.08,83,100,6.69,US,1709005896
447,sealy,29.7808,-96.1572,21.97,96,100,5.81,US,1709005897
448,alofi,-19.0595,-169.9187,29.94,79,20,3.09,NU,1709005654
449,guerrero negro,27.9769,-114.0611,17.76,70,100,4.1,MX,1709005897
450,nha trang,12.25,109.1833,28.0,77,41,3.86,VN,1709005897
451,hirara,24.8,125.2833,19.15,77,75,7.72,JP,1709005897
452,kristiansund,63.1115,7.732,0.36,86,100,3.09,NO,1709005897
453,ha'il,27.5219,41.6907,9.01,46,0,1.03,SA,1709005898
454,lebanon,36.2081,-86.2911,20.03,53,100,5.14,US,1709005829
455,monrovia,6.3005,-10.7969,26.24,91,18,1.05,LR,1709005898
456,saki,8.6667,3.3833,24.64,72,58,1.76,NG,1709005898
457,hasaki,35.7333,140.8333,10.22,38,17,12.97,JP,1709005898
458,sulmona,42.0479,13.9291,11.6,94,99,2.43,IT,1709005899
459,santa isabel,-23.3156,-46.2214,23.61,99,84,0.93,BR,1709005899
460,prince rupert,54.3161,-130.3201,-0.17,64,40,6.69,CA,1709005816
461,bandarbeyla,9.4942,50.8122,25.24,68,99,3.62,SO,1709005899
462,malakal,9.5334,31.6605,26.48,14,26,3.26,SS,1709005899
463,moyynkum,44.2914,72.9469,-2.42,67,4,7.44,KZ,1709005899
464,ayr,55.4627,-4.6339,6.95,84,100,9.35,GB,1709005899
465,correntina,-13.3433,-44.6367,20.38,79,78,0.63,BR,1709005900
466,luoyang,34.6836,112.4536,6.94,45,3,2.71,CN,1709005900
467,salahonda,2.1019,-78.7217,26.59,83,94,2.07,CO,1709005900
468,kavaratti,10.5669,72.642,27.82,75,91,5.53,IN,1709005900
469,fray luis beltran,-39.3167,-65.7667,23.92,17,38,3.97,AR,1709005900
470,brandon,27.9378,-82.2859,16.92,77,0,1.54,US,1709005781
471,kuala terengganu,5.3302,103.1408,29.97,74,20,2.24,MY,1709005900
472,sabzevar,36.2126,57.6819,-3.4,80,20,5.14,IR,1709005901
473,faya-largeau,17.9257,19.1043,21.91,20,79,9.23,TD,1709005901
474,at taj,24.2049,23.2857,10.32,24,0,2.61,LY,1709005901
475,port-cartier,50.0334,-66.8654,-3.94,82,26,2.77,CA,1709005797
476,chabahar,25.2919,60.643,22.31,81,1,4.47,IR,1709005626
477,ahar,38.4774,47.0699,-7.29,71,33,2.23,IR,1709005901
478,ust'-uda,54.1742,103.0304,-14.64,82,100,2.44,RU,1709005902
479,sete lagoas,-19.4658,-44.2467,22.49,86,1,1.37,BR,1709005902
480,norman gardens,-23.3224,150.5393,32.29,46,40,5.66,AU,1709005902
481,ambon,-3.6954,128.1814,34.08,95,40,5.66,ID,1709005902
482,samitah,16.596,42.9444,25.23,76,44,1.92,SA,1709005902
483,yeed,4.55,43.0333,24.35,67,79,4.4,SO,1709005902
484,santa cruz,-17.8,-63.1667,24.7,94,40,3.6,BO,1709005902
485,palikir - national government center,6.9248,158.1611,31.41,66,100,4.12,FM,1709005903
486,laminusa,5.5549,120.9136,28.06,68,42,0.71,PH,1709005903
487,tadine,-21.55,167.8833,27.69,82,97,6.51,NC,1709005903
488,tisul',55.7611,88.3122,-14.51,86,10,1.11,RU,1709005903
489,lutjenburg,54.2919,10.5895,3.82,96,4,1.79,DE,1709005903
490,lhasa,29.65,91.1,7.09,25,6,2.6,CN,1709005904
491,walvis bay,-22.9575,14.5053,16.16,94,100,3.37,NA,1709005904
492,kotabumi,-4.8333,104.9,30.66,68,96,4.6,ID,1709005904
493,bandar-e genaveh,29.5791,50.517,18.01,44,9,3.72,IR,1709005904
494,yangjiang,21.85,111.9667,16.13,65,100,4.58,CN,1709005904
495,medina,24.4686,39.6142,16.24,29,0,0.0,SA,1709005852
496,laurel,39.0993,-76.8483,10.7,78,0,0.0,US,1709005905
497,wamba,8.9333,8.6,25.94,26,23,1.63,NG,1709005905
498,glace bay,46.1969,-59.957,-0.12,88,100,5.14,CA,1709005905
499,funafuti,-8.5243,179.1942,33.0,66,40,3.6,TV,1709005905
500,kincardine,56.0667,-3.7167,5.99,81,100,7.84,GB,1709005905
501,diego de almagro,-26.3667,-70.05,18.83,55,61,0.27,CL,1709005905
502,ouddorp,51.8117,3.9347,6.1,84,6,8.57,NL,1709005905
503,cururupu,-1.8283,-44.8683,23.24,99,100,1.0,BR,1709005905
504,ati,13.2154,18.3353,25.15,26,45,4.17,TD,1709005906
505,rabaul,-4.1967,152.1721,28.89,71,100,4.57,PG,1709005906
506,okhotsk,59.3833,143.3,-18.24,72,4,2.17,RU,1709005906
507,winona,43.9666,-91.7668,10.11,68,0,0.0,US,1709005704
508,dongning,44.0622,131.1207,-3.34,43,23,1.86,CN,1709005906
509,gebeit,21.0667,36.3167,15.08,36,0,1.42,SD,1709005906
510,strelka,58.0728,93.0344,-17.2,92,80,0.62,RU,1709005906
511,prudentopolis,-25.2131,-50.9778,19.62,100,100,0.6,BR,1709005907
512,suva,-18.1416,178.4415,32.71,62,20,5.66,FJ,1709005907
513,smolensk,55.0,33.0,-1.94,91,68,2.77,RU,1709005907
514,xichang,27.8964,102.2634,16.08,43,27,1.74,CN,1709005907
515,sangin,32.0728,64.8359,7.71,84,100,3.24,AF,1709005907
516,kol'chugino,56.3,39.3833,-5.4,92,90,4.75,RU,1709005907
517,kill devil hills,36.0307,-75.676,12.77,75,0,3.09,US,1709005907
518,kitui,-1.367,38.0106,18.88,87,96,1.7,KE,1709005907
519,severnoye,56.3491,78.3619,-16.2,93,96,3.14,RU,1709005908
520,madimba,-10.4,40.3333,24.62,88,75,4.12,TZ,1709005908
521,ambalavao,-21.8333,46.9333,20.25,94,75,1.59,MG,1709005908
522,pine bluff,34.2284,-92.0032,22.4,69,0,6.71,US,1709005908
523,canutama,-6.5339,-64.3831,22.65,99,100,0.87,BR,1709005908
524,port macquarie,-31.4333,152.9167,28.83,59,40,3.94,AU,1709005628
525,mankera,31.3866,71.4407,16.74,39,100,4.27,PK,1709005908
526,san antonio de pale,-1.4014,5.6325,28.22,78,52,3.07,GQ,1709005909
527,amga,60.8953,131.9608,-20.25,92,100,1.33,RU,1709005909
528,fyodorovka,53.6314,62.7078,-11.85,83,91,2.49,KZ,1709005909
529,fremont,37.5483,-121.9886,13.86,81,75,4.63,US,1709005900
530,hilo,19.7297,-155.09,21.85,82,75,4.63,US,1709005909
531,brookings,44.3114,-96.7984,9.51,66,0,1.54,US,1709005754
532,mchinji,-13.7984,32.8802,17.99,98,100,0.46,MW,1709005909
533,saint-leu,-21.15,55.2833,26.48,77,22,0.61,RE,1709005910
534,saint-louis,16.3333,-15.0,22.8,21,0,4.08,SN,1709005910
535,perry,37.2506,-83.1999,20.1,53,95,5.78,US,1709005910
536,mollendo,-17.0231,-72.0147,22.98,87,94,3.43,PE,1709005910
537,mount pearl,47.5166,-52.7813,-3.71,93,75,4.63,CA,1709005910
538,lijiang,26.8688,100.2207,13.97,37,67,3.11,CN,1709005910
539,mahuta,-10.8667,39.45,21.31,98,100,2.02,TZ,1709005911
540,villa berthet,-27.2917,-60.4126,24.28,93,66,0.64,AR,1709005911
541,kuqa,41.7278,82.9364,0.41,51,22,0.6,CN,1709005911
542,kilju,40.9642,129.3278,0.88,57,95,2.85,KP,1709005911
543,valparaiso,-33.0393,-71.6273,17.8,82,0,2.57,CL,1709005670
544,hai duong,20.9333,106.3167,14.0,75,100,2.67,VN,1709005911
545,yuzhno-kurilsk,44.0306,145.8556,-3.68,85,100,6.98,RU,1709005911
546,sinabang,2.4803,96.3801,30.28,67,31,1.51,ID,1709005912
547,mutuali,-14.8706,37.0044,20.8,99,100,0.8,MZ,1709005912
548,argostolion,38.1811,20.489,12.64,75,95,1.71,GR,1709005912
549,itaguacu,-19.8019,-40.8556,21.48,97,15,0.69,BR,1709005912
550,saint-georges,12.0564,-61.7485,25.82,78,20,2.57,GD,1709005912
